transect_id,video_recorder,project,video_stipe_count,video_individuals_count,id,diver1_videoer,diver2,date,site,latitude,longitude,stratum,site_selection,visibility_ft,time,tidal_ht_ft,transect,distance_m,swath_m,heading,depth_start_ft,depth_end_ft,depth_ft,depth_m,kelp_video,benthic_video,comment1,comment2,transect_id_pasted,swath_area_kelp,macro_individuals,macro_stipes,macro_recruits...1m.,nereocystis_lue,swath_area_star,swath_area_patiria,patiria_min,dermasterias_imb,henricia_spp,mediaster_aeq,pycnopodia_hel,pisaster_gig,pisaster_spp,pisaster_bre,orthasterias_koe,leptasterias_hex,notes
macabee2023_2_2023-07-12_t2,Gwendolyn Donahue,DIMES,1,1,50,Fairlie,Walters,7/12/23,macabee2023_2,36.61819,-121.89643,davi,haphazard,7,0.39861111111111114,3,2,30,2,225,51,59,52,15.84882658,macabee2023_2_2023-07-12_t2_k,macabee2023_2_2023-07-12_t2_b,NA,NA,macabee2023_2_2023-07-12_t1,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
macabee2023_2_2023-07-12_t1,Gwendolyn Donahue,DIMES,27,4,49,Mattioli,Wallace,7/12/23,macabee2023_2,36.61819,-121.89643,davi,haphazard,10,0.39861111111111114,3,1,30,2,225,46,49,44.5,13.56293813,macabee2023_2_2023-07-12_t1_k,macabee2023_2_2023-07-12_t1_b,NA,NA,macabee2023_2_2023-07-12_t1,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
macabee2023_1_2023-07-12_t2,Gwendolyn Donahue,DIMES,83,10,48,Elkaslasy,Duda,7/12/23,macabee2023_1,36.61842,-121.89776,davi,haphazard,10,0.3993055555555556,3,2,30,2,110,36,35,32.5,9.905516611,macabee2023_1_2023-07-12_t2_k,macabee2023_1_2023-07-12_t2_b,NA,NA,macabee2023_1_2023-07-12_t1,NA,NA,NA,NA,NA,60,NA,NA,3,4,NA,NA,2,NA,NA,NA,NA,NA
macabee2023_1_2023-07-12_t1,Gwendolyn Donahue,DIMES,62,7,47,Anderson,McClintock,7/12/23,macabee2023_1,36.61842,-121.89776,davi,haphazard,15,0.3958333333333333,3,1,30,NA,120,35,33,31,9.448338921,macabee2023_1_2023-07-12_t1_k,macabee2023_1_2023-07-12_t1_b,NA,NA,macabee2023_1_2023-07-12_t1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
luca51_2022-07-11_t1,Maya Green,DIMES,0,0,28,Persad,Hodder,7/11/22,luca51,36.635979,-121.922122,luca,random,30,0.4097222222222222,3.5,1,30,2,300,43,43,39.5,12.0390125,luca51_2022-07-11_t1_k,luca51_2022-07-11_t1_b,NA,NA,luca51_2022-07-11_t1,60,0,0,NA,0,60,60,58,0,0,0,0,0,0,0,0,0,NA
luca51_2022-07-11_t1,Gwendolyn Donahue,DIMES,0,0,28,Persad,Hodder,7/11/22,luca51,36.635979,-121.922122,luca,random,30,0.4097222222222222,3.5,1,30,2,300,43,43,39.5,12.0390125,luca51_2022-07-11_t1_k,luca51_2022-07-11_t1_b,NA,NA,luca51_2022-07-11_t1,60,0,0,NA,0,60,60,58,0,0,0,0,0,0,0,0,0,NA
luca39_2022-07-11_t1,Maya Green,DIMES,0,0,27,Taradash,Donald,7/11/22,luca39,36.638144,-121.922294,luca,random,30,0.4083333333333333,3.7,1,30,2,60,53,61,53.3,16.24504724,luca39_2022-07-11_t1_k,luca39_2022-07-11_t1_b,NA,NA,luca39_2022-07-11_t1,60,0,0,NA,0,60,30,38,0,4,0,0,1,0,0,0,0,NA
luca39_2022-07-11_t1,Gwendolyn Donahue,DIMES,0,0,27,Taradash,Donald,7/11/22,luca39,36.638144,-121.922294,luca,random,30,0.4083333333333333,3.7,1,30,2,60,53,61,53.3,16.24504724,luca39_2022-07-11_t1_k,luca39_2022-07-11_t1_b,NA,NA,luca39_2022-07-11_t1,60,0,0,NA,0,60,30,38,0,4,0,0,1,0,0,0,0,NA
hms_prot_edge4_2023-07-21_t1,Gwendolyn Donahue,DIMES,42,3,77,McClintock,Walters,7/21/23,hms_prot_edge4,36.6221,-121.90201,cabr,targeted,5,0.38472222222222224,2.8,1,30,2,120,29,34,28.7,8.74733313,hms_prot_edge4_2023-07-21_t1_k,hms_prot_edge4_2023-07-21_t1_b,NA,NA,hms_prot_edge4_2023-07-21_t1,NA,NA,NA,NA,NA,60,60,64,1,0,0,0,6,0,0,0,0,NA
hms_prot_edge4_2023-07-11_t1,Gwendolyn Donahue,DIMES,36,4,46,Anderson,Fairlie,7/11/23,hms_prot_edge4,36.6221,-121.90201,cabr,targeted,25,0.5104166666666666,1.8,1,30,NA,120,32,34,31.2,9.509295946,hms_prot_edge4_2023-07-11_t1_k,hms_prot_edge4_2023-07-11_t1_b,_edge1 is closest to shore; _edge4 is farthest from shore,t1 goes into kelp (120); t2 goes into barrens (300),hms_prot_edge4_2023-07-11_t1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hms_prot_edge3_2023-07-21_t1,Gwendolyn Donahue,DIMES,38,9,76,Anderson,Duda,7/21/23,hms_prot_edge3,36.6221,-121.90201,cabr,targeted,5,0.3840277777777778,2.8,1,30,NA,150,28,32,27.2,8.29015544,hms_prot_edge3_2023-07-21_t1_k,hms_prot_edge3_2023-07-21_t1_b,NA,NA,hms_prot_edge3_2023-07-21_t1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hms_prot_edge2_2023-07-21_t1,Gwendolyn Donahue,DIMES,48,6,75,Wallace,Mattioli,7/21/23,hms_prot_edge2,36.6221,-121.90201,cabr,targeted,5,0.3840277777777778,2.8,1,30,NA,150,28,27,24.7,7.528192624,hms_prot_edge2_2023-07-21_t1_k,hms_prot_edge2_2023-07-21_t1_b,NA,NA,hms_prot_edge2_2023-07-21_t1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hms_prot_edge2_2023-07-11_t2,Gwendolyn Donahue,DIMES,37,8,43,Walters,Mattioli,7/11/23,hms_prot_edge2,36.6221,-121.90201,cabr,targeted,25,0.5118055555555555,1.8,2,30,NA,300,31,26,26.7,8.137762877,hms_prot_edge2_2023-07-11_t2_k,hms_prot_edge2_2023-07-11_t2_b,_edge1 is closest to shore; _edge4 is farthest from shore,t1 goes into kelp (120); t2 goes into barrens (300),hms_prot_edge2_2023-07-11_t2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hms_prot_edge2_2023-07-11_t1,Gwendolyn Donahue,DIMES,156,17,42,Mattioli,Walters,7/11/23,hms_prot_edge2,36.6221,-121.90201,cabr,targeted,25,0.5118055555555555,1.8,1,30,NA,120,31,28,27.7,8.442548004,hms_prot_edge2_2023-07-11_t1_k,hms_prot_edge2_2023-07-11_t1_b,_edge1 is closest to shore; _edge4 is farthest from shore,t1 goes into kelp (120); t2 goes into barrens (300),hms_prot_edge2_2023-07-11_t1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hms_prot_edge1_2023-07-21_t1,Gwendolyn Donahue,DIMES,86,18,74,Fairlie,Elkaslasy,7/21/23,hms_prot_edge1,36.6221,-121.90201,cabr,targeted,5,0.38333333333333336,2.8,1,30,2,150,23,20,18.7,5.699481865,hms_prot_edge1_2023-07-21_t1_k,hms_prot_edge1_2023-07-21_t1_b,NA,NA,hms_prot_edge1_2023-07-21_t1,NA,NA,NA,NA,NA,60,60,17,1,0,0,0,0,0,0,0,1,NA
hms_prot_edge1_2023-07-11_t2,Gwendolyn Donahue,DIMES,1,1,41,Wallace,Hodder,7/11/23,hms_prot_edge1,36.6221,-121.90201,cabr,targeted,25,0.5131944444444444,1.8,2,30,NA,300,28,25,24.7,7.528192624,hms_prot_edge1_2023-07-11_t2_k,hms_prot_edge1_2023-07-11_t2_b,_edge1 is closest to shore; _edge4 is farthest from shore,t1 goes into kelp (120); t2 goes into barrens (300),hms_prot_edge1_2023-07-11_t2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hms_prot_edge1_2023-07-11_t1,Gwendolyn Donahue,DIMES,69,8,40,Wallace,Hodder,7/11/23,hms_prot_edge1,36.6221,-121.90201,cabr,targeted,25,0.5131944444444444,1.8,1,30,NA,120,28,31,27.7,8.442548004,hms_prot_edge1_2023-07-11_t1_k,hms_prot_edge1_2023-07-11_t1_b,_edge1 is closest to shore; _edge4 is farthest from shore,t1 goes into kelp (120); t2 goes into barrens (300),hms_prot_edge1_2023-07-11_t1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hms100_2023-10-27_t1,Gwendolyn Donahue,DIMES,81,12,81,Elahi,Walters,10/27/23,hms100,36.621142,-121.901658,cabr,targeted,20,0.5208333333333334,3.8,1,30,2,120,29,32,26.7,8.137762877,hms100_2023-10-27_t1_k,hms100_2023-10-27_t1_b,NA,NA,hms100_2023-10-27_t1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hms100_2023-08-30_t1,Gwendolyn Donahue,DIMES,118,19,79,Elahi,Johnson,8/30/23,hms100,36.621142,-121.901658,cabr,targeted,20,0.46875,4.5,1,30,2,120,30,31,26,7.924413289,hms100_2023-08-30_t1_k,hms100_2023-08-30_t1_b,NA,NA,hms100_2023-08-30_t1,NA,NA,NA,NA,NA,NA,60,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hms100_2023-07-14_t2,Gwendolyn Donahue,DIMES,121,12,52,McClintock,Walters,7/14/23,hms100,36.621142,-121.901658,cabr,targeted,8,0.3611111111111111,3,2,30,NA,120,25,34,26.5,8.076805852,hms100_2023-07-14_t2_k,hms100_2023-07-14_t2_b,NA,NA,hms100_2023-07-12_t2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hms100_2023-07-14_t1,Gwendolyn Donahue,DIMES,107,14,51,McClintock,Walters,7/14/23,hms100,36.621142,-121.901658,cabr,targeted,8,0.3611111111111111,3,1,30,NA,300,25,22,20.5,6.248095093,hms100_2023-07-14_t1_k,hms100_2023-07-14_t1_b,NA,NA,hms100_2023-07-12_t1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hms100_2022-07-18_t1,Maya Green,DIMES,84,7,36,Taradash,Hodder,7/18/22,hms100,36.621142,-121.901658,cabr,random,15,0.46597222222222223,1.1,1,30,2,300,23,25,22.9,6.979579397,hms100_2022-07-18_t1_k,hms100_2022-07-18_t1_b,NA,NA,hms100_2022-07-18_t1,60,8,187,NA,0,60,60,9,2,0,0,0,2,0,0,0,0,NA
hms100_2022-07-18_t1,Gwendolyn Donahue,DIMES,66,7,36,Taradash,Hodder,7/18/22,hms100,36.621142,-121.901658,cabr,random,15,0.46597222222222223,1.1,1,30,2,300,23,25,22.9,6.979579397,hms100_2022-07-18_t1_k,hms100_2022-07-18_t1_b,NA,NA,hms100_2022-07-18_t1,60,8,187,NA,0,60,60,9,2,0,0,0,2,0,0,0,0,NA
hms100_2022-07-07_t2,Maya Green,DIMES,27,5,26,Persad,Taradash,7/7/22,hms100,36.621142,-121.901658,cabr,targeted,20,0.4048611111111111,1.5,2,15,2,270,19,21,18.5,5.63852484,hms100_2022-07-07_t2_k,hms100_2022-07-07_t2_b,NA,NA,hms100_2022-07-07_t2,30,10,66,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hms100_2022-07-07_t2,Gwendolyn Donahue,DIMES,29,4,26,Persad,Taradash,7/7/22,hms100,36.621142,-121.901658,cabr,targeted,20,0.4048611111111111,1.5,2,15,2,270,19,21,18.5,5.63852484,hms100_2022-07-07_t2_k,hms100_2022-07-07_t2_b,NA,NA,hms100_2022-07-07_t2,30,10,66,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hms100_2022-07-07_t1,Maya Green,DIMES,68,5,25,Taradash,Persad,7/7/22,hms100,36.621142,-121.901658,cabr,targeted,15,0.38958333333333334,1.6,1,15,2,90,25,28,24.9,7.589149649,hms100_2022-07-07_t1_k,hms100_2022-07-07_t1_b,NA,NA,hms100_2022-07-07_t1,30,5,146,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hms100_2022-07-07_t1,Gwendolyn Donahue,DIMES,72,5,25,Taradash,Persad,7/7/22,hms100,36.621142,-121.901658,cabr,targeted,15,0.38958333333333334,1.6,1,15,2,90,25,28,24.9,7.589149649,hms100_2022-07-07_t1_k,hms100_2022-07-07_t1_b,NA,NA,hms100_2022-07-07_t1,30,5,146,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hms100_2022-07-06_t2,Maya Green,DIMES,183,10,22,Taradash,Donald,7/6/22,hms100,36.621142,-121.901658,cabr,targeted,10,0.4791666666666667,1.8,2,30,2,140,15,20,15.7,4.785126486,hms100_2022-07-06_t2_k,hms100_2022-07-06_t2_b,first class survey,NA,hms100_2022-07-06_t2,60,7,211,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
hms100_2022-07-06_t2,Gwendolyn Donahue,DIMES,116,11,22,Taradash,Donald,7/6/22,hms100,36.621142,-121.901658,cabr,targeted,10,0.4791666666666667,1.8,2,30,2,140,15,20,15.7,4.785126486,hms100_2022-07-06_t2_k,hms100_2022-07-06_t2_b,first class survey,NA,hms100_2022-07-06_t2,60,7,211,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
hms100_2022-07-06_t1,Maya Green,DIMES,227,18,21,Persad,Hodder,7/6/22,hms100,36.621142,-121.901658,cabr,targeted,8,0.38125,2.4,1,30,2,0,23,26,22.1,6.735751295,hms100_2022-07-06_t1_k,hms100_2022-07-06_t1_b,first class survey,NA,hms100_2022-07-06_t1,60,27,354,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hms100_2022-07-06_t1,Gwendolyn Donahue,DIMES,173,15,21,Persad,Hodder,7/6/22,hms100,36.621142,-121.901658,cabr,targeted,8,0.38125,2.4,1,30,2,0,23,26,22.1,6.735751295,hms100_2022-07-06_t1_k,hms100_2022-07-06_t1_b,first class survey,NA,hms100_2022-07-06_t1,60,27,354,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hms070_2022-07-18_t1,Maya Green,DIMES,148,9,35,Schnurle,Donald,7/18/22,hms070,36.620983,-121.901733,cabr,random,20,11:11,1.1,1,30,2,300,25,25,23.9,7.284364523,hms070_2022-07-18_t1_k,hms070_2022-07-18_t1_b,lat-long from 80m was used,NA,hms070_2022-07-18_t1,60,7,129,NA,0,60,60,7,0,0,0,0,0,0,0,0,0,NA
hms070_2022-07-18_t1,Gwendolyn Donahue,DIMES,160,22,35,Schnurle,Donald,7/18/22,hms070,36.620983,-121.901733,cabr,random,20,11:11,1.1,1,30,2,300,25,25,23.9,7.284364523,hms070_2022-07-18_t1_k,hms070_2022-07-18_t1_b,lat-long from 80m was used,NA,hms070_2022-07-18_t1,60,7,129,NA,0,60,60,7,0,0,0,0,0,0,0,0,0,NA
hms050_2023-07-14_t2,Gwendolyn Donahue,DIMES,102,13,55,Wallace,Anderson,7/14/23,hms050,36.62065,-121.9018,cabr,targeted,6,0.3625,3,2,30,2,120,28,31,26.5,8.076805852,hms050_2023-07-14_t2_k,hms050_2023-07-14_t2_b,NA,NA,hms50_2023-07-14_t2,NA,NA,NA,NA,NA,60,60,5,0,0,0,0,0,0,0,0,0,NA
hms050_2023-07-14_t1,Gwendolyn Donahue,DIMES,164,26,54,Anderson,Wallace,7/14/23,hms050,36.62065,-121.9018,cabr,targeted,6,0.3625,3,1,30,2,300,28,30,26,7.924413289,hms050_2023-07-14_t1_k,hms050_2023-07-14_t1_b,gps from cable40m,NA,hms50_2023-07-14_t1,NA,NA,NA,NA,NA,60,60,14,0,1,0,0,0,0,0,0,0,NA
hms000_2023-07-14_t1,Gwendolyn Donahue,DIMES,151,13,56,Mattioli,Elkaslasy,7/14/23,hms000,36.620317,-121.902067,cabr,targeted,6,0.3625,3,1,30,NA,300,26,18,19,5.790917403,hms000_2023-07-14_t1_k,hms000_2023-07-14_t1_b,NA,NA,hms0_2023-07-14_t1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
davi90_2022-07-12_t1,Maya Green,DIMES,141,12,34,Persad,Taradash,7/12/22,davi90,36.61821,-121.89799,davi,random,30,0.39861111111111114,3.1,1,30,2,180,20,23,18.4,5.608046327,davi90_2022-07-12_t1_k,davi90_2022-07-12_t1_b,Note that the kelp transect is split into two videos; at 1:24 in the first video the diver is at the same point on transect as at 0:12 in the second video (~10.3m on the transect),kelp counts were for 60m2; star counts are for one side only (30m2),davi90_2022-07-12_t1,60,38,586,NA,0,30,30,15,3,0,0,0,2,0,0,0,0,NA
davi90_2022-07-12_t1,Gwendolyn Donahue,DIMES,147,19,34,Persad,Taradash,7/12/22,davi90,36.61821,-121.89799,davi,random,30,0.39861111111111114,3.1,1,30,2,180,20,23,18.4,5.608046327,davi90_2022-07-12_t1_k,davi90_2022-07-12_t1_b,Note that the kelp transect is split into two videos; at 1:24 in the first video the diver is at the same point on transect as at 0:12 in the second video (~10.3m on the transect),kelp counts were for 60m2; star counts are for one side only (30m2),davi90_2022-07-12_t1,60,38,586,NA,0,30,30,15,3,0,0,0,2,0,0,0,0,NA
davi89_2023-07-18_t1,Gwendolyn Donahue,DIMES,63,6,63,McClintock,Elkaslasy,7/18/23,davi89,36.619094,-121.89941,davi,random,15,0.4840277777777778,3.3,1,30,2,120,30,34,28.7,8.74733313,davi89_2023-07-18_t1_k,davi89_2023-07-18_t1_b,NA,NA,davi89_2023-07-18_t1,NA,NA,NA,NA,NA,60,60,32,1,0,0,0,0,0,0,0,0,NA
davi89_2022-07-12_t1,Maya Green,DIMES,175,12,33,Hodder,Donald,7/12/22,davi89,36.61906,-121.8992,davi,random,25,0.3854166666666667,3.5,1,30,2,180,23,27,21.5,6.552880219,davi89_2022-07-12_t1_k,davi89_2022-07-12_t1_b,NA,NA,davi89_2022-07-12_t1,60,11,347,NA,0,60,60,16,1,2,0,0,6,0,0,0,0,NA
davi89_2022-07-12_t1,Gwendolyn Donahue,DIMES,222,16,33,Hodder,Donald,7/12/22,davi89,36.61906,-121.8992,davi,random,25,0.3854166666666667,3.5,1,30,2,180,23,27,21.5,6.552880219,davi89_2022-07-12_t1_k,davi89_2022-07-12_t1_b,NA,NA,davi89_2022-07-12_t1,60,11,347,NA,0,60,60,16,1,2,0,0,6,0,0,0,0,NA
char95_2022-07-12_t1,Maya Green,DIMES,11,3,32,Donald,Hodder,7/12/22,char95,36.61537,-121.89631,char,random,20,0.4534722222222222,3.7,1,30,2,240,29,27,24.3,7.406278574,char95_2022-07-12_t1_k,char95_2022-07-12_t1_b,The first heading did not stay on rocky substratum. Filmed kelp video along first heading. Adjusted transect tape after kelp video to follow rocky substratum. Benthic video filmed on adjusted transect on rocky subtratum.,NA,char95_2022-07-12_t1,60,4,78,NA,0,60,60,37,3,0,0,0,10,0,0,0,0,NA
char95_2022-07-12_t1,Gwendolyn Donahue,DIMES,53,6,32,Donald,Hodder,7/12/22,char95,36.61537,-121.89631,char,random,20,0.4534722222222222,3.7,1,30,2,240,29,27,24.3,7.406278574,char95_2022-07-12_t1_k,char95_2022-07-12_t1_b,The first heading did not stay on rocky substratum. Filmed kelp video along first heading. Adjusted transect tape after kelp video to follow rocky substratum. Benthic video filmed on adjusted transect on rocky subtratum.,NA,char95_2022-07-12_t1,60,4,78,NA,0,60,60,37,3,0,0,0,10,0,0,0,0,NA
char94_2022-07-12_t1,Maya Green,DIMES,354,35,31,Taradash,Persad,7/12/22,char94,36.61596,-121.8968,char,random,25,0.4527777777777778,3.7,1,30,2,180,29,31,26.3,8.015848827,char94_2022-07-12_t1_k,char94_2022-07-12_t1_b,NA,NA,char94_2022-07-12_t1,60,22,296,NA,0,60,NA,NA,2,0,0,0,1,0,0,0,0,NA
char94_2022-07-12_t1,Gwendolyn Donahue,DIMES,305,28,31,Taradash,Persad,7/12/22,char94,36.61596,-121.8968,char,random,25,0.4527777777777778,3.7,1,30,2,180,29,31,26.3,8.015848827,char94_2022-07-12_t1_k,char94_2022-07-12_t1_b,NA,NA,char94_2022-07-12_t1,60,22,296,NA,0,60,NA,NA,2,0,0,0,1,0,0,0,0,NA
canner_2022-07-07_t2,Maya Green,DIMES,59,5,24,Hodder,Donald,7/7/22,canner,36.620431,-121.8996,davi,haphazard,12,0.3888888888888889,1.3,2,15,2,120,20,25,21.2,6.461444681,canner_2022-07-07_t2_k,canner_2022-07-07_t2_b,NA,NA,canner_2022-07-07_t2,30,10,58,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
canner_2022-07-07_t1,Maya Green,DIMES,118,12,23,Donald,Hodder,7/7/22,canner,36.620431,-121.8996,davi,haphazard,12,0.375,1.4,1,15,2,120,23,20,20.1,6.126181042,canner_2022-07-07_t1_k,canner_2022-07-07_t1_b,NA,NA,canner_2022-07-07_t1,30,30,392,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
canner_2022-07-07_t1,Gwendolyn Donahue,DIMES,104,10,23,Donald,Hodder,7/7/22,canner,36.620431,-121.8996,davi,haphazard,12,0.375,1.4,1,15,2,120,23,20,20.1,6.126181042,canner_2022-07-07_t1_k,canner_2022-07-07_t1_b,NA,NA,canner_2022-07-07_t1,30,30,392,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
canner_2022-07-06_t2,Maya Green,DIMES,144,13,20,Persad,Hodder,7/6/22,canner,36.620431,-121.8996,davi,haphazard,10,0.46875,1.8,2,30,2,120,16,17,14.7,4.480341359,canner_2022-07-06_t2_k,canner_2022-07-06_t2_b,first class survey,NA,canner_2022-07-06_t2,60,17,217,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
canner_2022-07-06_t2,Gwendolyn Donahue,DIMES,117,15,20,Persad,Hodder,7/6/22,canner,36.620431,-121.8996,davi,haphazard,10,0.46875,1.8,2,30,2,120,16,17,14.7,4.480341359,canner_2022-07-06_t2_k,canner_2022-07-06_t2_b,first class survey,NA,canner_2022-07-06_t2,60,17,217,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
